V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120
1,-0.18642147354642305,0.06291800682657649,0.10299058028128624,0.16706424879147697,-0.06010137900357893,-0.03967370040977267,-0.11839555211870209,0.03450445756473361,0.20906642149087443,-0.068744977557147,0.15473204275274774,-0.12034031973499519,0.12178322893621736,-0.353048985561168,-0.036392872379688856,-0.14886724580039942,0.3163327230597418,-0.23570920570399373,0.15737557755253634,0.2541024715116259,-0.21373791790506325,0.017448375023767344,-0.023704542257509377,0.23409844407516586,-0.12909397456221552,0.04121149683485356,-0.053647702792580985,0.08010437811441223,0.06188715391805228,-0.1215257187001159,0.014236504364795127,0.09333380785170535,0.038728081502818805,-0.04852340593011907,-0.057032741714897424,0.1557075763478976,-0.11219169674662044,-0.12943354943674157,0.017391296632874906,-0.13869234851491002,0.16146818864508944,0.23738225736720014,-0.08629847577942787,-0.10703410802638186,0.10981819914558705,0.12248763432970239,-0.10158358213529582,-0.06639419972868144,-0.06681415978920964,-0.1412405855979566,0.2017081039125982,-0.23668622965986644,0.05315373488413565,0.4892676012362829,-0.18969963202911727,-0.015840196771182848,-0.058090680286088416,-0.027594561867528292,0.03344327957796407,0.2664822561158011,0.048303967288305286,-0.02769474737763,0.06344334294267223,-0.09839701670758914,-0.08044639686487125,-0.010899129882954137,0.006394119126841295,0.040749948030344096,-0.03015666561985072,7.156912329084671e-4,0.08483512817254223,-0.11273585710222656,-0.28251797947942764,-0.024154601448639366,0.15645877846885406,-0.12612006555490654,0.0027355428407657132,-0.03624013520878667,0.0482123952908084,0.17251891593927066,-0.15606733362741773,0.15833299958491337,-0.06759398329778879,-0.1327106586349212,0.11159501178579853,-0.051301735302634544,-0.16439922411266492,-0.11425789609786867,-0.06716736750290841,0.07864180731271682,-0.09903424676966725,-0.01785212222334524,-0.13687064539763702,0.08823484565535172,-0.16976049912029897,-0.10430774321360126,-0.045856433968852105,-0.031024418186117432,0.18789385176498102,0.1181186744698966,-0.004097601793883021,0.01756023384483493,0.1661093547053173,0.14342489141450293,0.11274355076542043,0.07320033211962317,-0.008572468299710255,-0.015451652709126858,0.12371474183500876,-0.07930832297324528,-0.08258156533770583,0.037212653525911264,-0.014140365604544809,-0.016228849672656094,0.03961310764698714,0.15729483755897297,-0.08977077474055956,-0.17286076823859264,0.02921959264041194
-0.18642147354642305,1,-0.16661887330954941,-0.2260614235283768,-0.09635701748856107,0.11213372661156519,-0.02800093329236141,0.0054147346263857775,0.11697161160927327,-0.03615535953438111,-0.13042609668500862,-0.08389955522425545,-0.062343831360091216,-0.10085267790814047,0.10645729483277211,-0.14091087851535852,-0.02534438082400959,-0.16737363186479207,0.049870440958010034,-0.12328354134408955,-0.0727210078091988,0.19162937858168083,0.04803580446656463,0.11561000951104651,-0.3232830836699421,-0.08968139098756017,-0.08685719352247248,-0.02754438206029281,-0.06777916382331954,0.022727084413414696,0.17332634028417146,-0.032385954505643716,-0.05534460543817767,-0.19905512715343085,0.0546020658842059,-0.11276687545156323,-0.003520460405060869,0.08206905021460568,0.05031270039789323,-0.31627859674175574,-0.0359829955301462,-0.014158785974125062,-0.05508679673454314,0.10447249080793934,-0.2394257408869188,-0.12334799635624641,-0.007551641022941026,0.10459362052786522,0.10293725682589162,-0.057438873595169686,-0.06382995537631925,-0.035299267180286135,0.1148982057864642,0.12904009860014162,-0.20467010714288922,-0.020671593009783412,0.16174053073895447,0.022785405400956197,-0.14098084470174702,-0.14143065976795255,-0.12122860552735018,0.008840413276130589,0.017133770019217093,-0.06470009923467782,0.07904509196759647,-0.034215048356683334,-0.037353867369310935,-0.0379078917678179,-0.11752344104245237,0.14272043842015517,0.06296401938970796,0.06035056739326112,0.198032619056905,0.1135897117232076,-0.02639558503939167,0.07883862929790668,0.1599609040257787,-0.1827867251032325,0.07626250801684839,-0.009525189618698245,-0.11080574447781247,0.11673646253424849,-0.1929128839869505,-0.02378303780603266,0.2418483154747576,-0.25179771950585794,0.07275331028884312,0.23394932157022616,-0.2528315186716754,0.058156681168537304,-0.07564611847081311,0.0021602076035144033,-0.008908365424954667,0.3293255101370779,-0.13429445448888777,0.04096835168954523,-0.09399726439062125,-0.14774928840619878,0.05204133556835159,-0.10068008844235485,0.023119297463763386,0.04084740031689419,0.12976326058220494,-0.07982036749119073,-0.13054266505797446,-0.04391207527591376,-0.05406893344589143,0.07360033283870811,-0.060523687601837385,-0.17876680100482642,-0.11938288545545131,0.08926333825432403,0.01838066966057396,0.018915084503996368,0.017539755552751096,-5.6014605384534e-4,-0.21537875817616683,0.05272215531246539,0.14531363900587566,0.11849973684036008
0.06291800682657649,-0.16661887330954941,1,0.08484568379160543,0.10727112480552349,-0.040553488774981154,0.013693738380400186,-0.11065288692284911,0.07386470906302085,-0.047458718389865484,0.060710424318531894,0.019735803773964337,0.08017389664797946,0.050431124407603854,0.22030218717897762,0.05373510650511074,-0.060929112613454205,0.09815415986766288,0.06619221732797835,0.04041836127217831,-0.11208839045457303,0.13261737917470037,-0.2255305386407631,-0.0541560711687467,0.03846214815736018,0.01640577355683504,-0.16485949138229708,-0.185820056274276,-0.07194511603169945,0.03201278711009874,-0.23000699588810067,-0.01262060788005508,-0.0938505183004656,-0.019510519388489408,-0.08767792951389437,-0.033197946566574196,-0.12069351325039153,-0.09143968817111126,-0.1159851660061843,-0.009954330881957551,-0.14215996151503024,0.04311548454450343,0.10837827802044064,0.1001103297206872,0.06389060344890973,-0.01667470338727272,0.20084547350257115,-0.03097190403925,0.03783777734793249,-0.15316804502909484,-0.12388730545795679,-0.046713645941033104,-0.06236856166000254,0.09813518161405638,0.1684306348355846,-0.14578094144249343,-0.040657365015898526,-0.10354079929922268,-0.12448174037846914,-0.04631639123259312,0.022071493820075866,0.009836601889269709,-0.04250479334291054,0.05782395660032331,0.03437948230255022,-0.0889179317453185,-0.05193329618528531,-0.011202999641586745,0.02651132544339005,0.0794171850814248,0.004106760406408404,0.0697160609420311,-0.10814019278627664,0.03762357014714853,-0.13872059125814087,0.10425692003572551,0.04631079306781029,0.03035426468471557,-0.029685636776883875,-0.08149582929140951,0.0541762258544777,-0.17833444099410747,-0.07997070013105939,-0.08005429999544864,-0.11661192508079812,0.1327672793686284,-0.013602229307517307,-0.1971306442302286,0.12672509018481662,0.06475942899114032,0.151604828493431,-0.07788108353641365,-0.07216002923422377,-0.17340130865177714,-0.16636283928214274,0.03930391163551473,0.003067396253133069,-0.07236232672467721,0.024244839405148544,0.025220629848580596,0.05099332967678158,0.07958172005227175,0.031720830970087106,0.10623862940768299,-0.09110147559221014,-0.11807773168362085,0.08961112643974896,0.06824641721280046,-0.11157483625952315,0.07900183292496817,-0.03783122539332078,0.04252821482555908,-0.08297416361516595,0.06656600564815036,0.15544342625070878,-0.12489791657179515,0.1451592467984635,-0.16799089912089413,-0.11829419219672425,-0.1104720805411465
0.10299058028128624,-0.2260614235283768,0.08484568379160543,1,0.1424841230627897,0.020462599806680894,0.050201950798806516,0.016455859150447637,-0.10898189752789382,0.11259695598698255,0.03335995019472285,0.09808325924356201,0.01306630469830525,-0.09329933704232318,-0.08130093213071589,-0.05364319265633481,-0.05902330542530736,0.007883746290071537,-0.04008603737950133,0.09293653795716078,0.10435280118441764,-0.06735423942147789,-0.056689043734079604,-0.003857394750462272,0.08314018020718365,-0.01871664298897129,-0.048841482458925625,0.07660042812697286,0.04098707718516996,0.04784687482016552,-0.08113209134269843,0.036085737437077235,-0.006636825451930908,0.029505120788607033,-0.05862607874619739,-0.11858071765809862,-0.04552832617585572,-0.11922076203223997,0.08788020008480481,0.02571625019860377,0.046739445162010736,-0.01846658829999518,0.09369198547680035,-0.007077440740025992,0.032607075030262875,0.12873962691039195,-0.14712695379633978,-0.14549133376830345,-0.1717889069328912,-0.030681453899361975,-0.07453182683935905,-0.01161342426124648,-0.048301236219337476,0.07813656173918791,0.15099762724954466,0.05330826109191999,-0.06875511893393466,-0.04015023241707701,0.17117172283642135,-0.005367326195361783,0.07775614321313352,0.04001050492170468,-0.020933247694363267,0.01443199117320799,-0.10052217967855384,-0.0363539860622094,-0.052186886305789326,-0.03992169165366876,0.06574798355281682,0.00879603710707333,-0.0020600945074858478,0.07563888833454041,-0.04576245961536945,-0.02587375208515421,-0.05132246900043833,-0.06835054288590398,-0.0774471740727507,0.10243956204807426,0.024867763253840994,0.1523739231046124,0.10586658216824163,-0.06379423819909003,0.1309899712240472,-0.006162358768827372,-0.11057766740512845,-0.012465974283257476,-0.023417259544538216,-0.13994157163222473,0.13776749434893626,-0.05040173044479575,0.07571015094651223,-0.1470627069730978,-0.012067269236621483,-0.08391762568976625,-0.015598452506859005,0.013005040204188242,-0.0021244336344584573,0.12002749486850199,-0.08471468430824815,0.03481040721803081,-0.06488899227423499,-0.09078919157963547,0.024871263956296193,0.08499080059565131,-0.09611411096609691,0.04372090840743782,0.20215055714404534,0.0792134649520381,0.040803950527164824,0.015130346916007094,-0.043100628773684826,-0.05530345373424623,-0.025058619070026048,-0.029296605640883547,-0.016799711930167615,-0.06719375467864164,0.017849808646742734,-0.1035011866839991,-0.030550270009791835,0.04773415007111042
0.16706424879147697,-0.09635701748856107,0.10727112480552349,0.1424841230627897,1,-0.3316539461098843,0.2926028135887193,0.1096244466245647,-0.044024909229927,-0.06195601344373997,-0.04094412232711425,0.26599094878473856,0.10912413836463922,-0.11083855512948507,-0.1658996304434191,0.06735041139043865,-0.1449123690579237,0.0747034485285143,-0.11028134394488544,0.22563729788327497,-0.02816280990990653,-0.168598982197255,0.014607004977154588,0.006615718325714854,0.32704778777164933,0.005787305698567154,0.07506529361907952,0.0423153089491785,0.14590600507872753,-0.19471713522600037,-0.1273821035858773,0.018546480736274143,-0.15072526403412564,0.11580476214292931,-0.020027617767627758,-0.23193844456838775,0.050526333729424645,-0.3198452164410333,0.03578411379110535,0.1449061516331828,0.07871935590092317,-0.09485696556501413,0.17723015497224076,-0.05912020108940076,0.13832544536898833,0.11566563388481271,0.043965794777881276,-0.0490752872500642,0.048626886196012686,0.12088358830081236,-0.003635428076881249,-0.03676598169388839,-0.10187794583372098,0.1383497711811763,0.07825453464762426,-0.028470681272632827,-0.17751989285375203,-0.02132484758015049,0.14084246153905258,0.12145969232945708,0.07174087190449611,0.09173250960462041,0.08584362252216987,0.11769252337096073,-0.09043590306125533,0.06477324153813284,-0.02966880153272173,-0.053693661470234265,-0.013586410021560254,0.0625874635298244,-0.05054113730995107,-0.0974285591979132,-0.21649024252360505,-0.16927742789668196,0.09296884350254513,-0.009437310035129555,0.10251243052340446,-0.00764432334765371,-0.08468194614460249,0.05476510276235741,0.027531324061760582,-0.04296798522098632,0.12551134175798706,-0.029402503488785512,-0.09539627728268499,0.2408408241999306,0.08338638297900866,-0.42579492382882045,0.1763020914932124,0.10955815873395666,0.16212490160844967,-0.04427223210560809,-0.15519432241482836,-0.26153795691517795,0.0981573834362807,0.055053739981820636,0.026292907891334334,-0.017294900231109675,-0.0075685747905644965,0.14883944715235423,0.09325650510908258,-0.13281352275689245,0.055067700136295826,0.06791955117245195,0.043661423709211104,0.14350991421326292,0.018710541334927087,0.09204042822042893,0.024377448464373737,0.10111603827299723,0.09784884106817869,-0.10748658961505272,0.06845195236794077,-0.023328791914791574,0.03544239872676613,0.009019484512457803,0.03701312224055098,-7.363479089379226e-5,-0.1168206565235563,-0.06327961083692318
-0.06010137900357893,0.11213372661156519,-0.040553488774981154,0.020462599806680894,-0.3316539461098843,1,-0.016205271969338565,0.05493919419445598,0.05871106536825438,0.09915962130761088,0.008795708112305503,-0.1824631727116878,-0.06916238464501238,-0.20124927697046383,0.15341486021257553,-0.295810695072569,0.13995781460220758,-0.017178949323269244,-0.1328405785176826,-0.125490802271062,0.042202497990330254,0.04309847677770334,-0.0549023260169605,0.07399942454759173,-0.09633927620192773,-0.09556920477638282,-0.15608012337521238,0.0966239824854139,0.021559965549980315,-0.004837291278792447,0.053773656177881886,0.038829380009307406,0.050132807078941286,0.06271191725910673,0.10898076994824414,-0.1762083592897922,0.19626027980355687,0.04479142897615502,0.06983647474973884,-0.1019312323536351,0.006279367302870992,-0.02324753073268124,-0.15988944527466814,-0.012092094978168601,-0.1439366257486545,-0.03377588972852736,-0.0666541629582244,-0.05379027206577345,-0.10459450070003029,-0.07761851508535389,-0.10212633714431575,0.05045426740542514,0.048153982925334175,-0.109386891073275,-0.02020917325279844,0.13214671052569132,0.05401631435836157,0.04975976002186312,-0.04887156029316239,-0.0369126450872877,0.026686760803098734,0.018817200306628923,0.043284100765581375,-0.013311032429904971,-0.032578946939196204,0.009889870238226465,0.050812811730291514,-0.07920236892033382,-0.01164921040408846,-0.006736105980342177,0.03120014382393581,0.0034767472432371176,0.2541278742902681,0.05706690802822118,-0.04989065431923844,0.11209834981057833,-0.09621465714477312,0.040686409069060805,0.061652049250365604,0.0535476004514779,-0.06518555310055371,0.06843757333337452,-0.057321651561213986,0.030351368810362853,0.07926929790323557,-0.24194171442718326,0.10912780797660293,0.125119310989927,-0.2242175586756654,-0.02199020620179106,0.12956058069917953,-0.024605200832745536,0.23159811616865006,0.011363176043481997,-0.14263059195632075,0.016274291401993293,-0.06975410261423412,0.044231801851709183,-0.054330985219694226,-0.017082952725469513,-0.14443286061453606,0.029056582926459584,0.017525730860789044,-0.025732664278000566,-0.05794820281785883,0.02218515133870302,0.03372391976463052,0.06060311554599905,-0.09666330060803598,0.03724906651114516,0.06098956178495574,0.12985874375586073,-0.06198469623211411,0.08781776094101086,0.02255131869248776,-0.030013158745743687,-0.14019420540101277,0.04300535103181202,0.1892760038676276,0.01548993997276508
-0.03967370040977267,-0.02800093329236141,0.013693738380400186,0.050201950798806516,0.2926028135887193,-0.016205271969338565,1,-0.10638397879369411,0.03878358414461323,-0.05150878248009478,-0.08573161113262774,-0.07157390686637291,-0.06722897483537568,-0.12717060634318764,0.18748362974244592,-0.06867891512476697,0.015822490051509007,0.05139387232570362,-0.012174206291924375,0.05695764097264019,-0.13620246089716734,0.05957858802908652,-0.18649429561777298,0.10999030392485035,0.12208494901510492,0.0473617664958181,-0.12150363124616789,-0.10320214358629962,-0.10676296633086164,-0.04894218793046757,-0.034873153601957405,-0.0828490874606795,-0.09985511194552407,0.06147897763613937,0.060204226415072226,-0.04941668660976181,-0.06992978342525435,-0.1229259012760697,0.0066770558556033316,-0.10078514133301937,0.0472301725278029,-0.06654342106975737,-0.049570641579260416,-0.008519494733791448,0.04072633926219877,-0.07913631161846867,-0.02326372490751456,-0.02204557398626733,-0.010695154867368793,0.022613668417320043,-0.046501729216830136,-0.06223726652899609,-0.07348324542695248,0.11441819824190091,-0.008027989405951308,0.08411577678374184,-0.034411089094041725,0.15479642296135768,0.10671860650744738,-0.184785005106921,-0.12572752291090777,0.023184108532145687,0.07196036545323532,-0.0098043616103218,0.018948637437899835,0.006731169974035376,-0.00859564043167448,0.025493956871808533,-0.06544686044563915,0.05129790474397556,-0.08336476354477022,0.031350413067959076,-0.01365147296204447,0.11936519253050966,-0.1453203281646583,0.09466010261106728,0.16317330643301148,-0.08636304252759308,0.031009393097198853,-0.0067881744174988325,-0.025177485518733972,0.02942587182264959,-0.08674799614044562,-0.014986451064975951,0.005416986494211793,0.12888526186163918,0.17660006589664962,-0.05460962215209025,-0.09199231160865327,0.06274208147396203,0.17283871949072646,-0.20592351758549063,-0.07660587193186742,-0.013363449507712106,0.03202078983304893,-0.065252908018873,-0.20533375998711695,-0.0631777780669685,0.03194668297180739,-0.03888184532642715,-0.004932221388655686,-0.032337492910560366,0.1278298522213679,0.0250586764903415,-0.17261469506032504,0.08048697514514995,-0.0825766961157632,0.11381985031831288,0.039847920672067674,0.00856133051601447,-0.12818538415958114,0.18440467265916588,0.0023261898554191446,0.056703133186267934,0.14911366494640588,0.005086709627508709,-0.05935803123919975,-0.0013498740301355757,0.013519796766661285,-0.08500140379077396
-0.11839555211870209,0.0054147346263857775,-0.11065288692284911,0.016455859150447637,0.1096244466245647,0.05493919419445598,-0.10638397879369411,1,-0.09628399824521493,0.08086794369074367,0.044286898577737134,-0.05455842008508038,0.04226723570786941,-0.27888669829291796,0.021145738203301793,0.014096368414542754,0.06666721154993514,-0.11323033709442615,-0.02128088634696771,-0.11705459055657313,-0.1676639082320983,0.058743564114713334,-0.007053371778970985,0.013886617709764754,0.013179712891176079,0.05047193765889437,-0.00883319129735178,0.06512214931700117,-0.025187001204211454,-0.18356114743622637,0.24712577895419555,0.007672124561840088,0.03371604681179975,0.09976220312599435,-0.1296231503598871,-0.1078437385397286,0.05530429594551656,0.10784744038160221,-0.0846579506066525,-0.14036533725674344,-0.035211979280810726,-0.08297877396843278,0.008336664388963865,0.038145536505449204,-0.11619881320507522,-0.06211154785340942,-0.06010771817007381,0.0384253832532719,-0.059884313962751984,0.08206055364054858,-0.054964717182676516,-0.13496321983766307,-0.05173179302002952,-0.10798053408459303,-0.029040269119661413,0.15268369750988645,0.09387881635413824,0.05434841727398031,-0.10997960738613499,-0.012348677913211427,5.057181865356225e-4,0.1003036753356287,-0.0014008556093380816,-0.006955364513040562,0.1772123757410296,-0.1444680508067456,0.007584328235319254,-0.1802570533764635,0.05448308455823615,0.123372847993933,0.036741648340548265,-0.06095231627094971,0.0929712179363041,-0.021129262198441807,-0.012029444966843604,0.001878498603646445,0.14342282555239355,-0.08773037612213908,0.021502531295612696,0.027028127099101323,-0.11527193359398566,-0.09923971017590336,0.12750130728278522,-0.0015474550913701466,-0.09608960276124516,0.0021039012472330756,0.12495615735672316,0.07571132966462592,0.25152788163193496,-0.10259915826517159,0.11587859356990438,-0.10864810584620392,-0.10034114719556969,-0.1348340247123022,-0.16780563354783498,0.13445299690878515,-0.13445871681709537,0.18079799716600503,-0.06946432756474573,0.008590026530181927,-0.12841468109448834,0.040107934429159074,-0.09326479601511443,-0.12529654717258387,-0.08174977981218941,0.08960097958637238,-0.0386674364341865,0.058545866365890854,-0.021982676729616426,0.03895233754659774,0.11383706214706245,0.04471396653427658,-0.005076116372033647,-0.05522976118419653,-0.0715477063783909,-0.1327242422618156,-0.03230659968243868,-0.11043769562194868,0.03564316604683883,-0.03396670347245137
0.03450445756473361,0.11697161160927327,0.07386470906302085,-0.10898189752789382,-0.044024909229927,0.05871106536825438,0.03878358414461323,-0.09628399824521493,1,0.15364015258327557,-0.07217924324834149,0.05215941844178697,-0.018832214885229518,-0.06279797150947769,-0.040614639525095086,-0.13249233400193608,-0.11248692076384029,0.04777008071086674,0.035228767568544046,-0.03959429343953461,-0.10517140090252503,0.06899591411397493,-0.06607782607952084,0.010956957584538156,0.08571745516610414,0.10380522549291267,-0.027756246073339902,-0.07453300045348256,-0.13943677246961017,0.01956216016253857,-0.10086448260901326,-0.11668503011411012,0.019961141021580576,0.10187703847495387,-0.008944860131840936,-0.07968970235587346,-0.1474163496622082,-0.09754360925848451,0.05301821972380045,-0.03366184515458765,-0.1116958174908146,-0.051167939780436905,-0.05973252161113525,0.09304002791993556,-0.150926564613127,0.08520022879965695,0.15394160919920427,-0.06500902179873587,-0.13613944496449268,0.05849658322941337,0.0930737734924314,-0.039216427911451864,0.05298184921333695,-0.05349867912846712,0.076294452604302,-0.06971711165830687,0.07279387171253827,-0.21603521727964534,0.003065786782622899,0.09412245412366692,-0.014974665854978147,0.09054291260609734,0.044764752211402636,0.0643081128355721,-0.040825687251825685,0.041481443645853815,0.09304020650260221,-0.04641741812249752,-0.08300408802131799,0.1778837177833123,0.053156262480845984,0.04555456635153784,0.04756032241822042,0.00153204436731127,-0.05756260377782998,-0.03620989722649176,0.035390559422650056,-0.06263180614350249,0.06119702482694929,0.03687343756545987,0.05428850401092325,0.05776796341582977,-0.18251967793357687,-0.06707480536137829,0.118338509342288,0.042867983773446826,-0.05372424406329411,-0.11059158790550373,-0.20233091310679754,0.1384857173791202,-0.1499181153789008,-0.03163047542332731,0.16225738306638318,-0.09415558670387804,0.14276246333385947,0.09010110236086422,-0.05841035123382732,-0.029729103985825695,0.020797863964990438,-0.05460442610662689,0.021869970055445723,0.027881132029499135,0.07720938862203235,-0.10454779738729185,-0.003260135186102308,-0.0779781331900568,-0.1178963288078275,0.10326643760639843,-0.07153571739166234,0.15968212985525682,-0.09842792742166073,-0.043042154684480555,0.04289865965058843,0.04787543280693336,0.12335718034208086,0.04993075333074926,-0.004200588037458393,0.12704818187915984,-0.09794401505520589,-0.07113724941556523
0.20906642149087443,-0.03615535953438111,-0.047458718389865484,0.11259695598698255,-0.06195601344373997,0.09915962130761088,-0.05150878248009478,0.08086794369074367,0.15364015258327557,1,-0.11132260341516761,0.024143756244355087,-0.15703346532296766,0.044196496366061315,-0.07289195461701503,-0.010250108839766377,0.012284053948111107,0.09636548474301543,-0.15556824173714215,0.010717941379035936,0.22047804309389188,-0.13430240957892373,0.02742912060200999,-0.024123580146009297,0.0823006680120759,-0.12794197804415133,-4.225657122939871e-4,-0.07542558773344506,-0.04730585980116296,0.10850949215536565,0.02146107479014167,0.04952889796408098,0.06949023593642659,-0.02929580724033228,-0.02625232307136628,0.02526755713691433,0.01826378569747335,-0.14869876402403806,0.08355964820459069,0.09016791706551094,-0.012945830811005353,-0.1452709584104651,0.055955662514722365,-0.016391899885768616,-0.12153310799946246,0.18449211931779327,-0.1278084536812316,-0.16989848490137496,-0.17254556794492837,-0.21192242768602831,0.0934996592759421,0.08152947949418246,-0.01822862494563089,-0.10634058489013354,0.10329586313014907,0.015986098080829795,0.0810926774403428,-0.08652074116302452,0.09908559136815995,0.032158785853779334,0.12924699388216762,0.04812150403904589,0.011114404903695385,-2.3236445577084233e-4,-0.09043707405915875,-0.009335093628138705,0.059063302865415,0.012235977702353623,0.017182998730009752,0.003641657841048773,0.06842229568812325,0.07580617949988011,0.06320012626238958,-0.17601484420437058,-0.021968510926386357,0.050507965485476605,-0.07522932801624507,0.009823817055295744,-0.07278565664937552,0.0990776200497808,0.11591988246737228,0.06111435909355291,0.07597287976373304,-0.052717698313426,-0.04910125220792884,-0.07407102364157785,-0.007125204743784712,0.015877499019903527,-0.10539511742766834,-0.06730466734992625,-0.009294935479541905,-0.09531127357807938,0.035595902242466566,-0.012346421621744364,-0.006235621533630326,-0.02023208488184049,-0.059386468576358174,0.0319857413355972,-0.06724379785692686,0.08704662069959343,0.1194615084073648,-0.09589192048427078,0.014035480549695079,0.040884432160802696,0.05474194644654489,-0.062108528176044064,0.02474291014383797,0.06010571574503676,0.09039878925644901,0.029847049899143108,-0.1436444930400185,0.029631347569057755,0.0036808805748851188,-0.04823864421457466,-0.06969337594539214,0.009414667333417262,-0.053788759221768775,0.04249703503068854,0.04429513259141795,0.11907245743800494
